id,word,full_def,short_def,example_sentence,hint_level
0,deutschsowjetisch,,German-Soviet,,1
0,deutschsprachig,,German-language attrib.,,1
0,deutschsprachlich,,German,,1
0,deutschsprechend,,s. auch Deutsch,,1
0,deutschstämmig,,of German origin postpos.,,1
0,Deutschstunde,,German lesson,,1
0,Deutschtümelei,,jingoistic emphasis on things German,,1
0,Devalvation,,devaluation,,1
0,Devise,,motto,,1
0,Dev,,foreign exchange sing.   foreign currency sing. or exchange sing.,,1
0,Devisenabkommen,,foreign exchange agreement,,1
0,Devisenbewirtschaftung,,foreign exchange control,,1
0,Devisenbörse,,foreign exchange market,,1
0,Devisenbringer,,foreign exchange earner,,1
0,Devisengeschäft,,foreign exchange business or dealings pl.   foreign exchange transaction,,1
0,Devisenkurs,,exchange rate,,1
0,Devisenmarkt,,foreign exchange market,,1
0,Devisenschmuggel,,currency smuggling,,1
0,Devisensperre,,exchange embargo,,1
0,Devisenvergehen,,currency offence,,1
0,devot ,,humbly,,1
0,Devotionalien,,devotional objects,,1
0,Devotionalienhandel,,trade in devotional objects,,1
0,Devotionalienhändler,,trader in devotional objects,,1
0,Dextrose,,dextrose,,1
0,Dez,,nut,,1
0,Dez.,,"= ""Dezember"" Dec.",,1
0,Dezember,,Decembers. auch April,,1
0,Dezennium,,decennium,,1
0,dezent,,discreetly,,1
0,dezentr,,decentrally,,1
0,Dezentralisati,,decentralization,,1
0,dezentralis,,decentralize,,1
0,Dezentralis,,decentralization,,1
0,Dezenz,,unostentatious elegance,,1
0,Dezernat,,department,,1
0,Dezernent,,head of department,,1
0,dezi-,,deci,,1
0,Dezibel,,decibel,,1
0,dezidiert ,,firmly,,1
0,Dezigramm,,decigram,,1
0,Deziliter,,decilitre,,1
0,dezimal,,decimal,,1
0,Dezimalbruch,,decimal,,1
0,Dezimalklassifikation,,decimal or Dewey classification,,1
0,Dezimalrechnung,,decimal arithmetic no art.,,1
0,Dezimalstelle,,decimal place,,1
0,Dezimalsystem,,decimal system,,1
0,Dezimalwaage,,decimal balance,,1
0,Dezimalzahl,,decimal,,1
0,Dezime,,tenth,,1
0,dezimieren,,be drastically reduced,,1
0,Dezim,,drastic reduction,,1
0,DFB,,"= ""Deutscher Fußball-Bund""",,1
0,DG,,"= ""Dachgeschoss""",,1
0,DGB,,"= ""Deutscher Gewerkschaftsbund"" German Trade Union Federation",,1
0,dgl.,,"= ""dergleichen, desgleichen""",,1
0,d. Gr.,,"= ""der/die Große""",,1
0,d. h.,,"= ""das heißt"" i.e.",,1
0,Di.,,"= ""Dienstag"" Tue.",,1
0,Dia,,slide,,1
0,Diabetes,,diabetes,,1
0,Diabetiker,,diabetic,,1
0,diab,,with diabolic malevolence,,1
0,Diabolik,,diabolic malevolence,,1
0,diachron,,diachronically,,1
0,Diachronie,,diachrony no art.,,1
0,diachr,,s. auch diachron,,1
0,Diadem,,diadem,,1
0,Diadochen,,rivals for the succession,,1
0,Diad,,power struggle sing.,,1
0,Diagnose,,diagnosis,,1
0,Diagn,,diagnostician,,1
0,Diagnostik,,"diagnostics sing., no art.",,1
0,diagn,,diagnostically,,1
0,diagnostizieren,,diagnose,,1
0,diagonal,,diagonally,,1
0,Diagon,,diagonal,,1
0,Diagr,,graph   diagram,,1
0,Diakon,,deacon,,1
0,Diakonie,,welfare and social work,,1
0,Diak,,deaconess,,1
0,diak,,welfare and social,,1
0,Diakonisse,,deaconess,,1
0,Dialekt,,dialect,,1
0,dialektal,,dialectal,,1
0,Dialektausdruck,,dialect expression,,1
0,Dialektforschung,,dialect research,,1
0,Dialektik,,conflicting nature,,1
0,Dial,,dialectician,,1
0,dial,,dialogic,,1
0,Dialer,,dialer,,1
0,Dialog,,dialogue,,1
0,Dialyse,,dialysis,,1
0,Dialysepatient,,dialysis patient,,1
0,Dialysezentrum,,dialysis centre,,1
0,Diamant,,diamond,,1
0,Diam,,diamond,,1
0,Diamantschleifer,,diamond cutter,,1
0,Diamantschmuck,,diamond jewellery,,1
0,Diamantstaub,,diamond dust,,1
0,diam,,diamond,,1
0,Diamat,,"= ""dialektischer Materialismus""",,1
0,diametral,,diametrically,,1
0,Diapositiv,,slide,,1
0,Diaprojektor,,slide projector,,1
0,Diarahmen,,slide mount,,1
0,Diärese,,diaeresis,,1
0,Diarrhö,,diarrhoea,,1
0,Diaspora,,Diaspora,,1
0,Diastole,,diastole,,1
0,Diät,,dietitian,,1
0,Diätassistent,,dietitian,,1
0,Diätbier,,diabetic beer,,1
0,Di,,LED rear light,,1
0,Diätetik,,"dietetics sing., no art.",,1
0,diät,,dietetic,,1
0,Diätkoch,,dietary cook,,1
0,Diätkost,,dietary food,,1
0,Diätküche,,dietary food,,1
0,Diätkur,,diet cure,,1
0,Diatonik,,diatonicism,,1
0,diat,,diatonic,,1
0,dich,,Akk. des Reflexivpronomens der 2. Pers. Sg.yourself,,1
0,Dichotomie,,dichotomy,,1
0,dicht,,mit Präp.,,1
0,dichtbebaut,,usw. s. auch dicht,,1
0,Dichte,,density,,1
0,dichten,,make airtight/watertight,,1
0,Dichterkomponist,,poet/writer and composer,,1
0,Dichterkreis,,circle of poets   circle of writers,,1
0,Dichterlesung,,reading,,1
0,Dichterschule,,school of poets   school of writers,,1
0,Dichtersprache,,poetic language,,1
0,dichtgedrängt,,s. auch dicht,,1
0,dicht|halten,,keep one's mouth shut,,1
0,Dichtungsmasse,,sealing compound,,1
0,Dichtungsmittel,,integral waterproofing agent or waterproofer,,1
0,Dichtungsring,,sealing ring   washer,,1
0,dick,,thickly,,1
0,Dickbauch,,fatty   pot belly,,1
0,dickbauchig,,"large-bellied, big-bellied",,1
0,dickbäuchig,,corpulent,,1
0,Dickdarm,,large intestine,,1
0,dickfellig,,in a thick-skinned way,,1
0,Dickfelligkeit,,insensitivity,,1
0,dickflüssig,,thick,,1
0,Dickflüssigkeit,,thickness,,1
0,Dickhäuter,,pachyderm,,1
0,Dickicht,,thicket   dense undergrowth no indef. art.,,1
0,Dickkopf,,mule,,1
0,dickköpfig,,stubbornly,,1
0,dickleibig,,corpulent,,1
0,Dickleibigkeit,,corpulence,,1
0,Dickmacher,,fattening food,,1
0,Dickmilch,,sour milk,,1
0,Dickschädel,,s. auch Dickkopf,,1
0,dickschädlig,,stubbornly,,1
0,dickschalig,,thick-skinned,,1
0,dick|tun,,s. auch dicketun,,1
0,dickw,,"thick-walled, thick-sided",,1
0,Dickwanst,,fatso,,1
0,Didaktik,,teaching method,,1
0,Did,,teacher,,1
0,did,,didactically,,1
0,die,,Nom.u. Akk.Pl. v.,,1
0,Dieb,,thief,,1
0,Dieber,,theft,,1
0,Diebesbande,,gang of thieves,,1
0,Diebesbeute,,stolen goods pl. or property,,1
0,Diebesgut,,stolen goods pl. or property,,1
0,Diebesnest,,thieves' hideout,,1
0,Diebstahl,,theft,,1
0,Diele,,floorboard,,1
0,diel,,dielectric,,1
0,dienen,,serve,,1
0,Dienerin,,maid,,1
0,Dienst,,respond,,1
0,-dienst,,service,,1
0,Dienstabteil,,guard's compartment,,1
0,Dienstadel,,nobility whose titles derive from being in the king's service,,1
0,dienstältest…,,longest-serving,,1
0,Dienstag,,Tuesday,,1
0,Dienstagm,,Tuesday lunchtime,,1
0,dienstagm,,Tuesday mornings,,1
0,Dienstagn,,Tuesday afternoon,,1
0,dienstagn,,Tuesday nights,,1
0,Dienstalter,,length of service,,1
0,Dienstälteste,,longest-serving person,,1
0,Dienstan·tritt,,commencement of one's duties,,1
0,Dienstanweisung,,instruction,,1
0,Dienstauffassung,,conception of duty,,1
0,Dienstaufsicht,,supervision,,1
0,Dienstaufsichts·beschwerde,,complaint to the supervising authority,,1
0,Dienstausweis,,identity card,,1
0,Dienstbarkeit,,easement,,1
0,dienstbeflissen,,zealously,,1
0,Dienstbeflissenheit,,zeal,,1
0,Dienstbeginn,,start of work,,1
0,Dienstbereich,,area of responsibility,,1
0,dienstbereit,,open pred.,,1
0,Dienstbezüge,,salary sing.,,1
0,Dienstbote,,servant,,1
0,Dienstboten·eingang,,tradesmen's entrance,,1
0,Dienstbezeichnung,,title,,1
0,Diensteid,,official oath,,1
0,Diensteifer,,zeal,,1
0,diensteifrig,,zealously,,1
0,Dienstenthebung,,suspension from duty,,1
0,dienstfähig,,fit for work postpos.,,1
0,Dienstfahrt,,s. auch Dienstreise,,1
0,dienstfrei,,free,,1
0,Dienstgeheimnis,,professional secrecy,,1
0,Dienstgeschäfte,,business sing.,,1
0,Dienstgespräch,,business call   official call,,1
0,Dienstgrad,,rank,,1
0,Dienstgrad·abzeichen,,insignia,,1
0,diensthabend,,s. auch Dienst,,1
0,Diensthabende,,duty officer   official/doctor on duty,,1
0,Dienstherr,,employer,,1
0,Diensthund,,dog used for police/security work,,1
0,Dienstjahr,,year of service,,1
0,Dienstjubiläum,,anniversary,,1
0,Dienstkleidung,,uniform,,1
0,Dienstleister,,worker in the service sector,,1
0,Dienstleistung,,service,,1
0,Dienstleistungsabend,,late opening evening,,1
0,Dienstleistungsbereich,,s. auch Dienstleistungssektor,,1
0,Dienstleistungsberuf,,service occupation,,1
0,Dienstleistungsbetrieb,,business in the service sector,,1
0,Dienstleistungsbranche,,s. auch Dienstleistungssektor,,1
0,Dienstleistungsgesellschaft,,service economy,,1
0,Dienstleistungsgewerbe,,service industries pl.,,1
0,Dienstleistungsjob,,service job,,1
0,Dienstleistungssektor,,service sector,,1
0,Dienstleistungsunternehmen,,service enterprise,,1
0,Dienstleistungszentrum,,service centre,,1
0,Dienstmädchen,,maid,,1
0,Dienstmagd,,maid,,1
0,Dienstmann,,porter,,1
0,Dienstmarke,,identification badge,,1
0,Dienstmütze,,regulation cap,,1
0,Dienstnehmer,,"s. auch Arbeitnehmer, Arbeitnehmerin",,1
0,Dienstordnung,,official regulations pl.,,1
0,Dienstpersonal,,servants pl.   domestic staff,,1
0,Dienstpflicht,,duty,,1
0,dienstpflichtig,,liable for compulsory service postpos.,,1
0,Dienstpistole,,service pistol,,1
0,Dienstplan,,duty roster,,1
0,Dienstrang,,rank,,1
0,Dienstrecht,,≈ civil service law,,1
0,dienstrechtlich,,≈ under civil service law,,1
0,Dienstreise,,business trip,,1
0,Dienstsache,,item of official mail   official letter,,1
0,Dienstschluss,,end of work,,1
0,Dienstschreiben,,official letter,,1
0,Dienststelle,,office   department,,1
0,Dienststellen·leiter,,office head   department head,,1
0,Dienststempel,,official stamp,,1
0,Dienststunden,,working hours,,1
0,diensttauglich,,fit for service postpos.,,1
0,diensttuend,,s. auch Dienst,,1
0,Diensttuende,,s. auch Diensthabende,,1
0,dienstunfähig,,unfit for work postpos.,,1
0,dienstuntauglich,,unfit for service postpos.,,1
0,Dienstvergehen,,offence against  regulations,,1
0,Dienstverhältnis,,contractual relationship between employee and employer in the public service,,1
0,dienstverpflichten,,nur im Inf. u. 2. Part.)conscript,,1
0,Dienstvertrag,,contract of employment,,1
0,Dienstvorschrift,,regulations pl.   service regulations,,1
0,Dienstwagen,,official car   company car,,1
0,Dienstweg,,proper or official channels pl.,,1
0,Dienstwohnung,,company flat or   apartment,,1
0,Dienstzeit,,working hours pl.,,1
0,Dienstzeugnis,,testimonial,,1
0,Dienstzimmer,,office,,1
0,dies,,s. auch dieser,,1
0,diese,,s. auch dieser,,1
0,Diesel,,diesel,,1
0,die·s,,s. auch derselbige,,1
0,Dieselkraft·stoff,,diesel fuel,,1
0,Diesellokomotive,,diesel locomotive,,1
0,Dieselmotor,,diesel engine,,1
0,Dieselöl,,diesel oil,,1
0,dieser,,attr.this,,1
0,diesjährig,,this year's,,1
0,diesmal,,this time,,1
0,diesseitig,,worldly,,1
0,diesseits,,mit Gen.on this side of,,1
0,Dietrich,,picklock   skeleton key,,1
0,die·w,,in the mean time or the mean while,,1
0,diffamatorisch,,defamatory,,1
0,diffamieren,,defame,,1
0,Diffam,,defamation   defamatory statement,,1
0,Differential,,usw. usw.s. auch Differenzial,,1
0,Differenz,,greater differentiation   greater complexity   greater sophistication,,1
0,Differ,,difference,,1
0,Differenzial,,differential,,1
0,Differenzialgetriebe,,differential,,1
0,Differenzialgleichung,,differential equation,,1
0,Differenzialrechnung,,differential calculus,,1
0,differenz,,subtly differentiated,,1
0,differieren,,differ,,1
0,diffizil,,difficult   complex   meticulous,,1
0,diffus,,in a vague and confused way,,1
0,Diffusion,,diffusion,,1
0,Digestivum,,digestive,,1
0,digital ,,digitally,,1
0,Digitalanzeige,,digital display,,1
0,Digitalfernsehen,,digital television,,1
0,Digitalfoto,,digital photo,,1
0,digitalis,,digitize,,1
0,Digitalkamera,,digital camera,,1
0,Digitalradio,,digital radio,,1
0,Digitalrechner,,digital computer   digital calculator,,1
0,Digitaluhr,,digital clock   digital watch,,1
0,Diktaphon,,Dictaphone,,1
0,Diktat,,dictate   diktat,,1
0,Diktator,,dictator,,1
0,diktat,,dictatorially,,1
0,Diktatur,,dictatorship,,1
0,diktieren,,dictate,,1
0,Dikt,,dictating machine,,1
0,Diktion,,style and diction,,1
0,Diktionär,,dictionary,,1
0,Diktum,,dictum,,1
0,dilatorisch ,,dilatorily,,1
0,Dildo,,dildo,,1
0,Dilemma,,dilemma,,1
0,Dilettant,,dilettantism,,1
0,dilett,,amateurishly,,1
0,dilettieren,,dabble,,1
0,Dill ,,Anethum,,1
0,Dimension,,dimension,,1
0,-dimensional,,-dimensional,,1
0,dimension,,dimension,,1
0,Diminuendo,,diminuendo,,1
0,diminutiv,,diminutive,,1
0,Diminut,,diminutive,,1
0,dimmen,,dim,,1
0,Dimmer,,dimmer,,1
0,DIN,,"= ""Deutsche Industrie-Norm"" German Industrial Standard",,1
0,dinarisch,,Dinaric,,1
0,Diner,,dinner,,1
0,Ding,,thing,,1
0,Dinghi,,dinghy,,1
0,Dings,,thingamy,,1
0,dinieren,,dine,,1
0,Dinkel,,spelt,,1
0,Dinner,,dinner,,1
0,Dinosaurier,,dinosaur,,1
0,Diode,,diode,,1
0,Diolen ,,Terylene,,1
0,dionysisch,,Dionysiacally,,1
0,Diopter,,sight    frame finder,,1
0,Dioptrie,,dioptre,,1
0,Dioskuren,,heavenly twins,,1
0,Dioxid,,dioxide,,1
0,Dioxin,,dioxin,,1
0,Diözes,,member of the/a diocese,,1
0,Diözese,,diocese,,1
0,Diphtherie,,diphtheria,,1
0,diphth,,diphthongal,,1
0,Diphthong,,diphthongization,,1
0,diphthongieren,,diphthongize,,1
0,Dipl.-Ing.,,"= ""Diplomingenieur"" academically qualified engineer",,1
0,Dipl.-Kfm.,,"= ""Diplomkaufmann"" holder of a diploma in commerce",,1
0,Dipl.-Landw.,,"= ""Diplomlandwirt"" holder of a diploma in agriculture",,1
0,diploid,,diploid,,1
0,Diplom,,diplomat,,1
0,Diplom-,,qualified,,1
0,Dipl,,≈ degree dissertation    dissertation,,1
0,Diplomat,,diplomat,,1
0,Diplomatengepäck,,diplomatic bags pl. or baggage,,1
0,Diplomatenkoffer,,attaché case,,1
0,Diplomatenpass,,diplomatic passport,,1
0,Diplomatenviertel,,embassy district,,1
0,Diplomatie,,diplomatic corps,,1
0,diplom,,qualified,,1
0,Diplomingenieur,,qualified engineer,,1
0,Diplomprüfung,,≈ degree examination    diploma examination,,1
0,Dipol,,dipole,,1
0,dippen,,dip,,1
0,dir,,Dat. des Reflexivpronomens der 2. Pers. Sg.yourself,,1
0,direkt,,really,,1
0,Dir,,directness,,1
0,direktemang,,straight,,1
0,Direktion,,managers' offices pl.,,1
0,Direktionsassistent,,management trainee,,1
0,Direktionssekretärin,,manager's secretary,,1
0,Direktive,,directive,,1
0,Direktor,,director,,1
0,Direktorat,,headmaster's/headmistress's office,,1
0,Direkt,,directorship,,1
0,direktorial,,directorial,,1
0,Direktorin,,"s. auch Direktor, -in",,1
0,Direktorium,,board of directors,,1
0,Direktrice,,head designer   manageress,,1
0,Direktsaft,,juice direct from the fruit,,1
0,Direktsendung,,s. auch Direktübertragung,,1
0,Direktstudent,,campus student,,1
0,Direktstudium,,campus course,,1
0,Direktübertragung,,live transmission or broadcast,,1
0,Direktverbindung,,direct  connection,,1
0,Direktversicherer,,direct insurer,,1
0,Direktversicherung,,life insurance taken out by the employer on behalf of the employee,,1
0,Direktwahl,,direct dialling,,1
0,Direx ,,head,,1
0,Dirigent,,conductor,,1
0,Dirigentenpult,,conductor's rostrum,,1
0,Dirigentenstab,,baton,,1
0,Dirig,,conductor,,1
0,dirigieren,,steer    drive,,1
0,Dirigismus,,dirigisme,,1
0,dirig,,in a dirigiste manner,,1
0,Dirn,,girl,,1
0,Dirndl,,dirndl,,1
0,Dirne,,girl,,1
0,Dis,,D sharp,,1
0,Disagio,,disagio,,1
0,Disc,,s. auch Disk,,1
0,Discjockey,,s. auch Diskjockey,,1
0,Disco,,disco,,1
0,Discount-,,discount,,1
0,Discountbroker,,discount broker,,1
0,Discounter,,discount supermarket,,1
0,Disengagement,,disengagement,,1
0,Disharmon,,disagreement,,1
0,disharmon,,disagree,,1
0,disharm,,disharmonious,,1
0,Disjunktion,,disjunction,,1
0,disjunktiv,,disjunctive,,1
0,Disk,,discount rate,,1
0,Diskant,,descant,,1
0,Diskette,,floppy disk,,1
0,Diskjockey,,disc jockey,,1
0,Diskont,,discount rate,,1
0,diskont,,discount,,1
0,Diskontinuit,,principle that bills not passed before the end of a legislative period must be reintroduced in the next parliament,,1
0,Diskothek,,record library,,1
0,diskreditieren,,discredit,,1
0,Diskrepanz,,discrepancy,,1
0,diskret,,discreetly,,1
0,Diskretion,,discreetness,,1
0,diskriminieren,,discriminate against,,1
0,Diskrimin,,act of discrimination   discriminatory remark,,1
0,Diskurs,,discourse,,1
0,diskursiv ,,discursively,,1
0,Diskus,,discus,,1
0,Diskussion,,discussion   discussion,,1
0,Diskussionsabend,,discussion,,1
0,Diskussionsbeitrag,,contribution to a/the discussion,,1
0,Diskussionsgrund·lage,,basis of a/the discussion,,1
0,Diskussionsleiter,,chair,,1
0,Diskussionsteilnehmer,,participant,,1
0,Diskuswerfen,,discus,,1
0,Diskuswerfer,,discus-thrower,,1
0,Diskuswurf,,throw,,1
0,diskutieren,,discuss,,1
0,dispar,,disparate,,1
0,Dispatcher,,controller,,1
0,Dispens,,dispensing,,1
0,dispens,,dispense   excuse,,1
0,Dispersion,,dispersion,,1
0,Dispersi,,emulsion paint,,1
0,Dispo,,overdraft facility,,1
0,Disponent,,manager,,1
0,Dispon,,manageress,,1
0,disponibel,,available   versatile,,1
0,dispon,,plan ahead,,1
0,Disposition,,disposition,,1
0,Dispositi,,overdraft facility,,1
0,Disput,,"dispute, argument",,1
0,disputabel,,disputable,,1
0,Disputation,,disputation,,1
0,disput,,discuss   dispute,,1
0,Disqualifikati,,disqualification,,1
0,disqualifiz,,disqualify,,1
0,Disqualifiz,,disqualification,,1
0,Diss.,,"= ""Dissertation"" diss.",,1
0,Disse,,disco,,1
0,Dissens,,dissent no indef. art.,,1
0,Dissertation,,dissertation or thesis,,1
0,Dissident,,dissident   non-believer,,1
0,Dissimilation,,dissimilation,,1
0,dissimil,,dissimilate,,1
0,dissonant,,dissonant,,1
0,Dissonanz,,dissonance,,1
0,Distanz,,distance,,1
0,distanz,,in a distant or reserved manner,,1
0,Distel,,thistle,,1
0,Distichon,,distich,,1
0,distinguiert ,,in a distinguished manner,,1
0,Distribution,,distribution,,1
0,distributiv,,distributive,,1
0,Distrikt,,district,,1
0,Disziplin,,disciplining no indef. art.,,1
0,disziplinär ,,disciplinary,,1
0,disziplin,,in a disciplined way,,1
0,Disziplinarmaßnahme,,disciplinary measure,,1
0,Disziplinarstrafe,,disciplinary measure,,1
0,Disziplinarverfahren,,disciplinary proceedings pl.,,1
0,disziplinlos,,in an undisciplined way,,1
0,Disziplinlosigkeit,,lack of discipline,,1
0,Disziplinschwierigkeiten,,discipline problems,,1
0,dithyr,,dithyrambic,,1
0,Dithyrambus,,dithyramb,,1
0,dito,,ditto,,1
0,Diuretikum,,diuretic,,1
0,diur,,diuretic,,1
0,Diva,,prima donna,,1
0,divergent,,divergently,,1
0,Divergenz,,divergence   divergence of opinion,,1
0,diverg,,diverge,,1
0,divers…,,various   several,,1
0,Diversifikation,,diversification,,1
0,diversifizieren,,diversify,,1
0,Diversion,,subversion,,1
0,Divertimento,,divertimento,,1
0,Divertissement,,divertissement,,1
0,Dividend,,dividend,,1
0,Dividende,,dividend,,1
0,Divid,,payment of the dividend/of dividends,,1
0,dividieren,,divide,,1
0,Divis,,hyphen,,1
0,Division,,division,,1
0,Divisi,,divisional commander,,1
0,Divisor,,divisor,,1
0,Diwan,,divan,,1
0,Dixieland,,Dixieland,,1
0,d. J.,,"= ""der/die Jüngere""",,1
0,DJH,,"= ""Deutscher Jugendherbergsverband"" German Youth Hostel Association",,1
0,DKP,,"= ""Deutsche Kommunistische Partei"" Communist Party of Germany",,1
0,DLF,,"= ""Deutschlandfunk""",,1
0,DLRG,,"= ""Deutsche Lebens-Rettungs-Gesellschaft"" German Life Saving Society",,1
0,dm,,"= ""Dezimeter"" dm",,1
0,DM,,"= ""D-Mark"", ""Deutsche Mark"" DM",,1
0,d. M.,,"= ""dieses Monats"" inst.",,1
0,D-Mark,,Deutschmark,,1
0,d-Moll,,D minor s. auch a-Moll,,1
0,DNA,,DNA,,1
0,DNA-Analyse,,DNA analysis,,1
0,DNA-Probe,,DNA specimen,,1
0,DNS,,"= ""Desoxyribonukleinsäure"" DNA",,1
0,do.,,"= ""dito"" do.",,1
0,Do.,,"= ""Donnerstag"" Thur.",,1
0,Dobermann,,Dobermann,,1
0,doch,,nicht übersetzt,,1
0,Docht,,wick,,1
0,Dock,,dock,,1
0,Dodekaeder,,dodecahedron,,1
0,Dodekaphonie,,twelve-tone technique,,1
0,Dödel,,willy,,1
0,Doge,,doge,,1
0,Dogma,,dogma,,1
0,Dogmatik,,dogmatism,,1
0,Dogm,,dogmatist,,1
0,dogm,,dogmatically,,1
0,dogmatis,,dogmatize,,1
0,Dogmat,,dogmatism,,1
0,Dohle,,jackdaw,,1
0,Dohne,,springe,,1
0,Döhnkes,,stories,,1
0,Doktor,,s. auch Doktorand,,1
0,Doktorand,,student taking his/her doctorate,,1
0,Doktorat,,s. auch Doktorprüfung,,1
0,Doktordiplom,,Ph. D. certificate,,1
0,Doktorexamen,,s. auch Doktorprüfung,,1
0,Doktorgrad,,doctorate,,1
0,Doktorhut,,s. auch Doktorgrad,,1
0,Dokt,,doctors. auch -in,,1
0,Doktoringenieur,,doctor of engineering science,,1
0,Doktormutter,,supervisor,,1
0,Doktorprüfung,,examination for a/one's doctorate,,1
0,Doktorspiel,,game of doctors and nurses,,1
0,Doktortitel,,title of doctor,,1
0,Doktorvater,,supervisor,,1
0,Doktorwürde,,doctorate,,1
0,Doktrin,,doctrine,,1
0,doktrinär,,doctrinally      in a doctrinaire way,,1
0,Doktrinär,,doctrinaire,,1
0,Doku,,documentary,,1
0,Dokument,,party membership book,,1
0,Dokumentalist ,,documentalist,,1
0,Dokumentarbericht,,documentary report,,1
0,Dokumentarfilm,,documentary,,1
0,dokument,,record,,1
0,Dokumentarliteratur,,documentary literature,,1
0,Dokumentartheater,,documentary drama,,1
0,Dokumentation,,evidence,,1
0,Dokumentati,,centre for documentation,,1
0,Dolby ,,Dolby system,,1
0,Dolce Vita,,dolce vita,,1
0,Dolch,,dagger,,1
0,Dolchstich,,stab,,1
0,Dolchstoß,,stab in the back,,1
0,Dolchstoß·legende,,myth of the stab in the back,,1
0,Dolde,,umbel,,1
0,Doldenblütler,,s. auch Doldengewächs,,1
0,Doldengewächs,,umbellifer,,1
0,Dole,,drain,,1
0,doll ,,"dreadfully , like mad",,1
0,Dollar,,dollar,,1
0,Dollarkurs,,dollar rate,,1
0,Dollarzeichen,,dollar sign,,1
0,Dolly,,dolly,,1
0,Dolmetsch,,spokesman,,1
0,Dolmetscherinstitut,,institute or school of interpreting,,1
0,Dolomit,,dolomite,,1
0,Dolom,,the Dolomites,,1
0,Dom,,dome,,1
0,Domäne,,demesne,,1
0,Domestik,,domestic,,1
0,Domestikation,,domestication,,1
0,Domest,,sub girl,,1
0,domestizieren,,domesticate,,1
0,Domfreiheit,,"area of a city, usually around the cathedral, under the jurisdiction of the Church",,1
0,Domherr,,canon,,1
0,Domina,,abbess,,1
0,dominant,,dominantly,,1
0,Domin,,dominance behaviour,,1
0,Dominant·s,,dominant seventh chord,,1
0,Dominanz,,dominance,,1
0,dominieren,,dominate,,1
0,Dominikaner,,Dominican,,1
0,Dominik,,Dominican order,,1
0,dominik,,Dominican,,1
0,Domino,,domino,,1
0,Dominoeffekt,,domino effect,,1
0,Dominospiel,,game of dominoes,,1
0,Dominostein,,"small chocolate-covered cake with layers of marzipan, jam, and gingerbread",,1
0,Domizil,,place of payment,,1
0,domizil,,domicile,,1
0,Domkapitel,,cathedral chapter,,1
0,Domkapitular,,canon,,1
0,Dompfaff,,bullfinch,,1
0,Domprediger,,cathedral preacher,,1
0,Dompropst,,dean,,1
0,Dompteur,,tamer,,1
0,Donau,,Danube,,1
0,Donaumonarchie,,Austro-Hungarian Empire,,1
0,Donauschwaben,,German settlers on the middle Danube,,1
0,Döner,,kebab,,1
0,Dönkes,,s. auch Döhnkes,,1
0,Donner,,thunder,,1
0,Donnerbalken,,bog,,1
0,Donnergetöse,,thunderous din,,1
0,Donnergott,,god of thunder,,1
0,Donnergrollen,,rumbles of thunder,,1
0,Donnerk,,thunderstone,,1
0,Donnerlittchen,,/-ˈlʏtçən/   my word,,1
0,Donnerstimme,,thundering voice,,1
0,Donnerwetter,,/ˈ--ˈ--/   my word,,1
0,Don Quichotte,,Don Quixote,,1
0,Donquichotterie,,quixotism,,1
0,Döntje,,anecdote,,1
0,doof ,,stupidly,,1
0,Doofi,,dope,,1
0,dopen,,dope,,1
0,Doping,,doping,,1
0,Dopingarzt,,doping doctor,,1
0,Dopingkontrolle,,drug test,,1
0,Dopingsünder,,drug cheat,,1
0,Dopingverdacht,,suspicion of doping,,1
0,Doppel,,doubles sing. or pl.,,1
0,Doppeladler,,double eagle,,1
0,Doppelagent,,double agent,,1
0,Doppelalbum,,double album or LP,,1
0,Doppel-b,,double flat,,1
0,Doppelband,,double volume,,1
0,Doppelbelastung,,double burden or load,,1
0,Doppelbelichtung,,double exposure,,1
0,doppelbeschluss,,twin-track decision,,1
0,Doppelbesteuerung,,double taxation,,1
0,Doppelbett,,double bed,,1
0,Doppelblind·versuch,,double-blind trial,,1
0,Doppelbock,,extra-strong bock beer,,1
0,doppelbödig,,ambiguously,,1
0,Doppelbödigkeit,,ambiguity,,1
0,Doppelbogen,,double sheet,,1
0,Doppelbruch,,compound or complex fraction,,1
0,Doppeldecker,,double-decker,,1
0,doppeldeutig,,suggestively,,1
0,Doppeldeutigkeit,,suggestiveness   double entendre,,1
0,Doppelfenster,,double-glazed window,,1
0,Doppelflinte,,double-barrelled shotgun,,1
0,Doppelgänger,,double,,1
0,doppelgleisig,,dubiously,,1
0,Doppelgriff,,double-stop,,1
0,Doppelhaus,,pair of semi-detached houses,,1
0,Doppelhaus·hälfte,,semi,,1
0,Doppelheft,,double issue,,1
0,Doppelhoch·zeit,,double wedding,,1
0,Doppelkinn,,double chin,,1
0,Doppelklick,,double click,,1
0,doppel|klicken,,double-click,,1
0,Doppelknoten,,double knot,,1
0,Doppelkonsonant,,double consonant,,1
0,Doppelkonzert,,double concerto,,1
0,Doppelkopf,,Doppelkopf,,1
0,Doppellauf,,double barrel,,1
0,Doppellaut,,double vowel,,1
0,Doppelleben,,double life,,1
0,Doppelmoral,,double standards pl.,,1
0,Doppelmord,,double murder,,1
0,Doppelnaht,,French seam,,1
0,Doppelname,,double-barrelled name,,1
0,Doppelpack,,double pack,,1
0,doppelpass,,one-two,,1
0,Doppelpunkt,,colon,,1
0,doppelreihig,,s. auch zweireihig,,1
